StateAndCounty,State,StateAbbr,County,Population,HousingUnits,AreaInSqMiTotal,AreaInSqMiWater,AreaInSqMiLand,PopPerSqMiLand,HousingUnitsPerSqMiOfLand,LandWatchURL
VA-Rockingham_County,Virginia,VA,Rockingham_County,76314,33660,853.36,4.27,849.09,89.9,39.6,https://www.landwatch.com/Virginia_land_for_sale/Rockingham_County/Land
VA-Rockbridge_County,Virginia,VA,Rockbridge_County,22307,11152,600.97,3.41,597.56,37.3,18.7,https://www.landwatch.com/Virginia_land_for_sale/Rockbridge_County/Land
VA-Roanoke_County,Virginia,VA,Roanoke_County,92376,40016,251.25,0.73,250.52,368.7,159.7,https://www.landwatch.com/Virginia_land_for_sale/Roanoke_County/Land
VA-Roanoke_City_County,Virginia,VA,Roanoke_City_County,97032,47453,42.9,0.34,42.56,2279.8,1114.9,https://www.landwatch.com/Virginia_land_for_sale/Roanoke_City_County/Land
VA-Richmond_County,Virginia,VA,Richmond_County,9254,3850,216.36,24.87,191.49,48.3,20.1,https://www.landwatch.com/Virginia_land_for_sale/Richmond_County/Land
VA-Richmond_City_County,Virginia,VA,Richmond_City_County,204214,98349,62.46,2.66,59.81,3414.7,1644.5,https://www.landwatch.com/Virginia_land_for_sale/Richmond_City_County/Land
VA-Rappahannock_County,Virginia,VA,Rappahannock_County,7373,3839,267.03,0.8,266.23,27.7,14.4,https://www.landwatch.com/Virginia_land_for_sale/Rappahannock_County/Land
VA-Radford_City_County,Virginia,VA,Radford_City_County,16408,6427,10.21,0.34,9.87,1662.2,651.1,https://www.landwatch.com/Virginia_land_for_sale/Radford_City_County/Land
VA-Pulaski_County,Virginia,VA,Pulaski_County,34872,17235,329.59,9.74,319.86,109,53.9,https://www.landwatch.com/Virginia_land_for_sale/Pulaski_County/Land
VA-Prince_William_County,Virginia,VA,Prince_William_County,402002,137115,348.47,12.07,336.4,1195,407.6,https://www.landwatch.com/Virginia_land_for_sale/Prince_William_County/Land
VA-Prince_George_County,Virginia,VA,Prince_George_County,35725,12056,281.84,16.69,265.16,134.7,45.5,https://www.landwatch.com/Virginia_land_for_sale/Prince_George_County/Land
VA-Prince_Edward_County,Virginia,VA,Prince_Edward_County,23368,9149,353.84,3.88,349.96,66.8,26.1,https://www.landwatch.com/Virginia_land_for_sale/Prince_Edward_County/Land
VA-Powhatan_County,Virginia,VA,Powhatan_County,28046,10043,262.35,2.13,260.22,107.8,38.6,https://www.landwatch.com/Virginia_land_for_sale/Powhatan_County/Land
VA-Portsmouth_City_County,Virginia,VA,Portsmouth_City_County,95535,40806,46.73,13.08,33.65,2838.9,1212.6,https://www.landwatch.com/Virginia_land_for_sale/Portsmouth_City_County/Land
VA-Poquoson_City_County,Virginia,VA,Poquoson_City_County,12150,4726,78.43,63.11,15.32,793.3,308.6,https://www.landwatch.com/Virginia_land_for_sale/Poquoson_City_County/Land
VA-Pittsylvania_County,Virginia,VA,Pittsylvania_County,63506,31307,978.18,9.23,968.94,65.5,32.3,https://www.landwatch.com/Virginia_land_for_sale/Pittsylvania_County/Land
VA-Petersburg_City_County,Virginia,VA,Petersburg_City_County,32420,16326,23.18,0.25,22.93,1413.8,711.9,https://www.landwatch.com/Virginia_land_for_sale/Petersburg_City_County/Land
VA-Patrick_County,Virginia,VA,Patrick_County,18490,10083,485.86,2.77,483.1,38.3,20.9,https://www.landwatch.com/Virginia_land_for_sale/Patrick_County/Land
VA-Page_County,Virginia,VA,Page_County,24042,11600,314.08,3.22,310.86,77.3,37.3,https://www.landwatch.com/Virginia_land_for_sale/Page_County/Land
VA-Orange_County,Virginia,VA,Orange_County,33481,14616,343.26,2.48,340.78,98.2,42.9,https://www.landwatch.com/Virginia_land_for_sale/Orange_County/Land
VA-Nottoway_County,Virginia,VA,Nottoway_County,15853,6650,316.05,1.66,314.39,50.4,21.2,https://www.landwatch.com/Virginia_land_for_sale/Nottoway_County/Land
VA-Norton_City_County,Virginia,VA,Norton_City_County,3958,1945,7.52,0.03,7.48,529.1,260,https://www.landwatch.com/Virginia_land_for_sale/Norton_City_County/Land
VA-Northumberland_County,Virginia,VA,Northumberland_County,12330,8995,285.62,94.33,191.3,64.5,47,https://www.landwatch.com/Virginia_land_for_sale/Northumberland_County/Land
VA-Northampton_County,Virginia,VA,Northampton_County,12389,7301,795.25,583.64,211.61,58.5,34.5,https://www.landwatch.com/Virginia_land_for_sale/Northampton_County/Land
VA-Norfolk_City_County,Virginia,VA,Norfolk_City_County,242803,95018,96.35,42.23,54.12,4486.3,1755.7,https://www.landwatch.com/Virginia_land_for_sale/Norfolk_City_County/Land
VA-Newport_News_City_County,Virginia,VA,Newport_News_City_County,180719,76198,119.48,50.76,68.71,2630,1108.9,https://www.landwatch.com/Virginia_land_for_sale/Newport_News_City_County/Land
VA-New_Kent_County,Virginia,VA,New_Kent_County,18429,7295,223.47,13.74,209.73,87.9,34.8,https://www.landwatch.com/Virginia_land_for_sale/New_Kent_County/Land
VA-Nelson_County,Virginia,VA,Nelson_County,15020,9931,474.31,3.45,470.86,31.9,21.1,https://www.landwatch.com/Virginia_land_for_sale/Nelson_County/Land
VA-Montgomery_County,Virginia,VA,Montgomery_County,94392,38569,389.26,2.25,387.01,243.9,99.7,https://www.landwatch.com/Virginia_land_for_sale/Montgomery_County/Land
VA-Middlesex_County,Virginia,VA,Middlesex_County,10959,7133,210.76,80.46,130.31,84.1,54.7,https://www.landwatch.com/Virginia_land_for_sale/Middlesex_County/Land
VA-Mecklenburg_County,Virginia,VA,Mecklenburg_County,32727,18591,679.23,53.74,625.49,52.3,29.7,https://www.landwatch.com/Virginia_land_for_sale/Mecklenburg_County/Land
VA-Mathews_County,Virginia,VA,Mathews_County,8978,5669,251.96,166.03,85.93,104.5,66,https://www.landwatch.com/Virginia_land_for_sale/Mathews_County/Land
VA-Martinsville_City_County,Virginia,VA,Martinsville_City_County,13821,7205,11.01,0.05,10.96,1261.5,657.6,https://www.landwatch.com/Virginia_land_for_sale/Martinsville_City_County/Land
VA-Manassas_Park_City_County,Virginia,VA,Manassas_Park_City_County,14273,4904,2.53,0,2.53,5633.1,1935.5,https://www.landwatch.com/Virginia_land_for_sale/Manassas_Park_City_County/Land
VA-Manassas_City_County,Virginia,VA,Manassas_City_County,37821,13123,9.94,0.06,9.88,3827.8,1328.1,https://www.landwatch.com/Virginia_land_for_sale/Manassas_City_County/Land
VA-Madison_County,Virginia,VA,Madison_County,13308,5932,321.87,1.19,320.68,41.5,18.5,https://www.landwatch.com/Virginia_land_for_sale/Madison_County/Land
VA-Lynchburg_City_County,Virginia,VA,Lynchburg_City_County,75568,31992,49.65,0.52,49.13,1538.2,651.2,https://www.landwatch.com/Virginia_land_for_sale/Lynchburg_City_County/Land
VA-Lunenburg_County,Virginia,VA,Lunenburg_County,12914,5935,432.38,0.69,431.68,29.9,13.7,https://www.landwatch.com/Virginia_land_for_sale/Lunenburg_County/Land
VA-Louisa_County,Virginia,VA,Louisa_County,33153,16319,510.87,14.57,496.3,66.8,32.9,https://www.landwatch.com/Virginia_land_for_sale/Louisa_County/Land
VA-Loudoun_County,Virginia,VA,Loudoun_County,312311,109442,521.14,5.58,515.56,605.8,212.3,https://www.landwatch.com/Virginia_land_for_sale/Loudoun_County/Land
VA-Lexington_City_County,Virginia,VA,Lexington_City_County,7042,2546,2.52,0.03,2.5,2820.3,1019.7,https://www.landwatch.com/Virginia_land_for_sale/Lexington_City_County/Land
VA-Lee_County,Virginia,VA,Lee_County,25587,11745,437.41,1.89,435.52,58.8,27,https://www.landwatch.com/Virginia_land_for_sale/Lee_County/Land
VA-Lancaster_County,Virginia,VA,Lancaster_County,11391,7402,231.4,98.15,133.25,85.5,55.5,https://www.landwatch.com/Virginia_land_for_sale/Lancaster_County/Land
VA-King_William_County,Virginia,VA,King_William_County,15935,6522,285.63,11.69,273.94,58.2,23.8,https://www.landwatch.com/Virginia_land_for_sale/King_William_County/Land
VA-King_George_County,Virginia,VA,King_George_County,23584,9477,187.76,8.12,179.64,131.3,52.8,https://www.landwatch.com/Virginia_land_for_sale/King_George_County/Land
VA-King_and_Queen_County,Virginia,VA,King_and_Queen_County,6945,3414,326.29,11.15,315.14,22,10.8,https://www.landwatch.com/Virginia_land_for_sale/King_and_Queen_County/Land
VA-James_City_County,Virginia,VA,James_City_County,67009,29797,179.24,36.8,142.44,470.4,209.2,https://www.landwatch.com/Virginia_land_for_sale/James_City_County/Land
VA-Isle_of_Wight_County,Virginia,VA,Isle_of_Wight_County,35270,14633,362.83,47.22,315.61,111.8,46.4,https://www.landwatch.com/Virginia_land_for_sale/Isle_of_Wight_County/Land
VA-Hopewell_City_County,Virginia,VA,Hopewell_City_County,22591,10121,10.8,0.52,10.28,2197.9,984.7,https://www.landwatch.com/Virginia_land_for_sale/Hopewell_City_County/Land
VA-Highland_County,Virginia,VA,Highland_County,2321,1837,415.85,0.7,415.16,5.6,4.4,https://www.landwatch.com/Virginia_land_for_sale/Highland_County/Land
VA-Henry_County,Virginia,VA,Henry_County,54151,26268,384.38,2.05,382.33,141.6,68.7,https://www.landwatch.com/Virginia_land_for_sale/Henry_County/Land
VA-Henrico_County,Virginia,VA,Henrico_County,306935,132778,244.91,11.21,233.7,1313.4,568.2,https://www.landwatch.com/Virginia_land_for_sale/Henrico_County/Land
VA-Harrisonburg_City_County,Virginia,VA,Harrisonburg_City_County,48914,17444,17.48,0.06,17.42,2808.2,1001.5,https://www.landwatch.com/Virginia_land_for_sale/Harrisonburg_City_County/Land
VA-Hanover_County,Virginia,VA,Hanover_County,99863,38360,473.81,5.27,468.54,213.1,81.9,https://www.landwatch.com/Virginia_land_for_sale/Hanover_County/Land
VA-Hampton_City_County,Virginia,VA,Hampton_City_County,137436,59566,136.3,84.89,51.41,2673.2,1158.6,https://www.landwatch.com/Virginia_land_for_sale/Hampton_City_County/Land
VA-Halifax_County,Virginia,VA,Halifax_County,36241,18004,829.63,11.79,817.84,44.3,22,https://www.landwatch.com/Virginia_land_for_sale/Halifax_County/Land
VA-Greensville_County,Virginia,VA,Greensville_County,12243,4090,296.81,1.58,295.23,41.5,13.9,https://www.landwatch.com/Virginia_land_for_sale/Greensville_County/Land
VA-Greene_County,Virginia,VA,Greene_County,18403,7509,156.91,0.66,156.25,117.8,48.1,https://www.landwatch.com/Virginia_land_for_sale/Greene_County/Land
VA-Grayson_County,Virginia,VA,Grayson_County,15533,9156,445.96,3.78,442.17,35.1,20.7,https://www.landwatch.com/Virginia_land_for_sale/Grayson_County/Land
VA-Goochland_County,Virginia,VA,Goochland_County,21717,8618,289.9,8.49,281.42,77.2,30.6,https://www.landwatch.com/Virginia_land_for_sale/Goochland_County/Land
VA-Gloucester_County,Virginia,VA,Gloucester_County,36858,15852,287.98,70.17,217.81,169.2,72.8,https://www.landwatch.com/Virginia_land_for_sale/Gloucester_County/Land
VA-Giles_County,Virginia,VA,Giles_County,17286,8319,360.42,4.64,355.78,48.6,23.4,https://www.landwatch.com/Virginia_land_for_sale/Giles_County/Land
VA-Galax_City_County,Virginia,VA,Galax_City_County,7042,3252,8.28,0.04,8.24,854.7,394.7,https://www.landwatch.com/Virginia_land_for_sale/Galax_City_County/Land
VA-Fredericksburg_City_County,Virginia,VA,Fredericksburg_City_County,24286,10467,10.51,0.07,10.44,2326.2,1002.6,https://www.landwatch.com/Virginia_land_for_sale/Fredericksburg_City_County/Land
VA-Frederick_County,Virginia,VA,Frederick_County,78305,31346,415.51,2.01,413.5,189.4,75.8,https://www.landwatch.com/Virginia_land_for_sale/Frederick_County/Land
VA-Franklin_County,Virginia,VA,Franklin_County,56159,29315,711.55,21.12,690.43,81.3,42.5,https://www.landwatch.com/Virginia_land_for_sale/Franklin_County/Land
VA-Franklin_City_County,Virginia,VA,Franklin_City_County,8582,3901,8.35,0.14,8.21,1045.8,475.4,https://www.landwatch.com/Virginia_land_for_sale/Franklin_City_County/Land
VA-Fluvanna_County,Virginia,VA,Fluvanna_County,25691,10383,290.15,4.14,286.01,89.8,36.3,https://www.landwatch.com/Virginia_land_for_sale/Fluvanna_County/Land
VA-Floyd_County,Virginia,VA,Floyd_County,15279,7790,381.29,0.87,380.42,40.2,20.5,https://www.landwatch.com/Virginia_land_for_sale/Floyd_County/Land
VA-Fauquier_County,Virginia,VA,Fauquier_County,65203,25600,651.23,3.78,647.45,100.7,39.5,https://www.landwatch.com/Virginia_land_for_sale/Fauquier_County/Land
VA-Falls_Church_City_County,Virginia,VA,Falls_Church_City_County,12332,5489,2,0,2,6169.8,2746.2,https://www.landwatch.com/Virginia_land_for_sale/Falls_Church_City_County/Land
VA-Fairfax_County,Virginia,VA,Fairfax_County,1081726,407998,406.25,15.28,390.97,2766.8,1043.6,https://www.landwatch.com/Virginia_land_for_sale/Fairfax_County/Land
VA-Fairfax_City_County,Virginia,VA,Fairfax_City_County,22565,8680,6.28,0.04,6.24,3616.6,1391.2,https://www.landwatch.com/Virginia_land_for_sale/Fairfax_City_County/Land
VA-Essex_County,Virginia,VA,Essex_County,11151,5757,286,28.88,257.12,43.4,22.4,https://www.landwatch.com/Virginia_land_for_sale/Essex_County/Land
VA-Dinwiddie_County,Virginia,VA,Dinwiddie_County,28001,11422,507.19,3.48,503.72,55.6,22.7,https://www.landwatch.com/Virginia_land_for_sale/Dinwiddie_County/Land
VA-Dickenson_County,Virginia,VA,Dickenson_County,15903,7579,333.66,3.13,330.53,48.1,22.9,https://www.landwatch.com/Virginia_land_for_sale/Dickenson_County/Land
VA-Danville_City_County,Virginia,VA,Danville_City_County,43055,22438,43.95,1.01,42.93,1002.8,522.6,https://www.landwatch.com/Virginia_land_for_sale/Danville_City_County/Land
VA-Cumberland_County,Virginia,VA,Cumberland_County,10052,4626,299.75,2.29,297.46,33.8,15.6,https://www.landwatch.com/Virginia_land_for_sale/Cumberland_County/Land
VA-Culpeper_County,Virginia,VA,Culpeper_County,46689,17657,382.54,3.31,379.23,123.1,46.6,https://www.landwatch.com/Virginia_land_for_sale/Culpeper_County/Land
VA-Craig_County,Virginia,VA,Craig_County,5190,2809,330.61,1.08,329.53,15.7,8.5,https://www.landwatch.com/Virginia_land_for_sale/Craig_County/Land
VA-Colonial_Heights_City_County,Virginia,VA,Colonial_Heights_City_County,17411,7831,7.81,0.29,7.52,2315.3,1041.4,https://www.landwatch.com/Virginia_land_for_sale/Colonial_Heights_City_County/Land
VA-Clarke_County,Virginia,VA,Clarke_County,14034,6235,178.36,2.18,176.18,79.7,35.4,https://www.landwatch.com/Virginia_land_for_sale/Clarke_County/Land
VA-Chesterfield_County,Virginia,VA,Chesterfield_County,316236,122555,436.95,13.66,423.3,747.1,289.5,https://www.landwatch.com/Virginia_land_for_sale/Chesterfield_County/Land
VA-Chesapeake_City_County,Virginia,VA,Chesapeake_City_County,222209,83196,350.86,10.06,340.8,652,244.1,https://www.landwatch.com/Virginia_land_for_sale/Chesapeake_City_County/Land
VA-Charlottesville_City_County,Virginia,VA,Charlottesville_City_County,43475,19189,10.26,0.02,10.24,4246.3,1874.2,https://www.landwatch.com/Virginia_land_for_sale/Charlottesville_City_County/Land
VA-Charlotte_County,Virginia,VA,Charlotte_County,12586,6273,477.52,2.25,475.27,26.5,13.2,https://www.landwatch.com/Virginia_land_for_sale/Charlotte_County/Land
VA-Charles_City_County,Virginia,VA,Charles_City_County,7256,3229,204.24,21.43,182.82,39.7,17.7,https://www.landwatch.com/Virginia_land_for_sale/Charles_City_County/Land
VA-Carroll_County,Virginia,VA,Carroll_County,30042,16569,477.64,2.95,474.69,63.3,34.9,https://www.landwatch.com/Virginia_land_for_sale/Carroll_County/Land
VA-Caroline_County,Virginia,VA,Caroline_County,28545,11729,536.87,9.36,527.51,54.1,22.2,https://www.landwatch.com/Virginia_land_for_sale/Caroline_County/Land
VA-Campbell_County,Virginia,VA,Campbell_County,54842,24769,507.33,3.46,503.87,108.8,49.2,https://www.landwatch.com/Virginia_land_for_sale/Campbell_County/Land
VA-Buena_Vista_City_County,Virginia,VA,Buena_Vista_City_County,6650,2936,6.79,0.09,6.7,992,438,https://www.landwatch.com/Virginia_land_for_sale/Buena_Vista_City_County/Land
VA-Buckingham_County,Virginia,VA,Buckingham_County,17146,7244,583.56,3.9,579.66,29.6,12.5,https://www.landwatch.com/Virginia_land_for_sale/Buckingham_County/Land
VA-Buchanan_County,Virginia,VA,Buchanan_County,24098,11576,503.84,1.08,502.76,47.9,23,https://www.landwatch.com/Virginia_land_for_sale/Buchanan_County/Land
VA-Brunswick_County,Virginia,VA,Brunswick_County,17434,8166,569.38,3.21,566.17,30.8,14.4,https://www.landwatch.com/Virginia_land_for_sale/Brunswick_County/Land
VA-Bristol_County,Virginia,VA,Bristol_County,17835,8831,13.15,0.14,13.01,1370.6,678.6,https://www.landwatch.com/Virginia_land_for_sale/Bristol_County/Land
VA-Botetourt_County,Virginia,VA,Botetourt_County,33148,14562,545.91,4.71,541.2,61.2,26.9,https://www.landwatch.com/Virginia_land_for_sale/Botetourt_County/Land
VA-Bland_County,Virginia,VA,Bland_County,6824,3265,358.73,1,357.72,19.1,9.1,https://www.landwatch.com/Virginia_land_for_sale/Bland_County/Land
VA-Bedford_County,Virginia,VA,Bedford_County,68676,31937,769.25,16.23,753.02,91.2,42.4,https://www.landwatch.com/Virginia_land_for_sale/Bedford_County/Land
VA-Bath_County,Virginia,VA,Bath_County,4731,3270,534.58,5.42,529.16,8.9,6.2,https://www.landwatch.com/Virginia_land_for_sale/Bath_County/Land
VA-Augusta_County,Virginia,VA,Augusta_County,73750,31194,970.86,3.86,967,76.3,32.3,https://www.landwatch.com/Virginia_land_for_sale/Augusta_County/Land
VA-Arlington_County,Virginia,VA,Arlington_County,207627,105404,26.07,0.09,25.97,7993.5,4058,https://www.landwatch.com/Virginia_land_for_sale/Arlington_County/Land
VA-Appomattox_County,Virginia,VA,Appomattox_County,14973,6921,334.73,1.24,333.49,44.9,20.8,https://www.landwatch.com/Virginia_land_for_sale/Appomattox_County/Land
VA-Amherst_County,Virginia,VA,Amherst_County,32353,13976,478.85,4.92,473.93,68.3,29.5,https://www.landwatch.com/Virginia_land_for_sale/Amherst_County/Land
VA-Amelia_County,Virginia,VA,Amelia_County,12690,5359,358.52,3.25,355.27,35.7,15.1,https://www.landwatch.com/Virginia_land_for_sale/Amelia_County/Land
VA-Alleghany_County,Virginia,VA,Alleghany_County,16250,8074,448.75,3.3,445.46,36.5,18.1,https://www.landwatch.com/Virginia_land_for_sale/Alleghany_County/Land
VA-Alexandria_City_County,Virginia,VA,Alexandria_City_County,139966,72376,15.47,0.44,15.03,9314.3,4816.4,https://www.landwatch.com/Virginia_land_for_sale/Alexandria_City_County/Land
VA-Albemarle_County,Virginia,VA,Albemarle_County,98970,42122,726.12,5.42,720.7,137.3,58.4,https://www.landwatch.com/Virginia_land_for_sale/Albemarle_County/Land
VA-Accomack_County,Virginia,VA,Accomack_County,33164,21002,1310.04,860.54,449.5,73.8,46.7,https://www.landwatch.com/Virginia_land_for_sale/Accomack_County/Land
WA-Yakima_County,Washington,WA,Yakima_County,243231,85474,4311.28,15.88,4295.4,56.6,19.9,https://www.landwatch.com/Washington_land_for_sale/Yakima_County/Land
WA-Whitman_County,Washington,WA,Whitman_County,44776,19323,2177.6,18.51,2159.09,20.7,8.9,https://www.landwatch.com/Washington_land_for_sale/Whitman_County/Land
WA-Whatcom_County,Washington,WA,Whatcom_County,201140,90665,2503.47,396.61,2106.86,95.5,43,https://www.landwatch.com/Washington_land_for_sale/Whatcom_County/Land
WA-Walla_Walla_County,Washington,WA,Walla_Walla_County,58781,23451,1299.02,28.89,1270.13,46.3,18.5,https://www.landwatch.com/Washington_land_for_sale/Walla_Walla_County/Land
WA-Wahkiakum_County,Washington,WA,Wahkiakum_County,3978,2067,287.18,23.81,263.38,15.1,7.8,https://www.landwatch.com/Washington_land_for_sale/Wahkiakum_County/Land
WA-Thurston_County,Washington,WA,Thurston_County,252264,108182,773.5,51.54,721.96,349.4,149.8,https://www.landwatch.com/Washington_land_for_sale/Thurston_County/Land
WA-Stevens_County,Washington,WA,Stevens_County,43531,21156,2540.75,62.99,2477.76,17.6,8.5,https://www.landwatch.com/Washington_land_for_sale/Stevens_County/Land
WA-Spokane_County,Washington,WA,Spokane_County,471221,201434,1780.7,16.91,1763.79,267.2,114.2,https://www.landwatch.com/Washington_land_for_sale/Spokane_County/Land
WA-Snohomish_County,Washington,WA,Snohomish_County,713335,286659,2196.3,109.02,2087.27,341.8,137.3,https://www.landwatch.com/Washington_land_for_sale/Snohomish_County/Land
WA-Skamania_County,Washington,WA,Skamania_County,11066,5628,1683.81,28.13,1655.68,6.7,3.4,https://www.landwatch.com/Washington_land_for_sale/Skamania_County/Land
WA-Skagit_County,Washington,WA,Skagit_County,116901,51473,1920.13,188.93,1731.2,67.5,29.7,https://www.landwatch.com/Washington_land_for_sale/Skagit_County/Land
WA-San_Juan_County,Washington,WA,San_Juan_County,15769,13313,621.06,447.15,173.91,90.7,76.5,https://www.landwatch.com/Washington_land_for_sale/San_Juan_County/Land
WA-Pierce_County,Washington,WA,Pierce_County,795225,325375,1806.44,136.93,1669.51,476.3,194.9,https://www.landwatch.com/Washington_land_for_sale/Pierce_County/Land
WA-Pend_Oreille_County,Washington,WA,Pend_Oreille_County,13001,7936,1425.24,25.25,1399.99,9.3,5.7,https://www.landwatch.com/Washington_land_for_sale/Pend_Oreille_County/Land
WA-Pacific_County,Washington,WA,Pacific_County,20920,15547,1223.38,290.73,932.66,22.4,16.7,https://www.landwatch.com/Washington_land_for_sale/Pacific_County/Land
WA-Okanogan_County,Washington,WA,Okanogan_County,41120,22245,5314.79,46.81,5267.98,7.8,4.2,https://www.landwatch.com/Washington_land_for_sale/Okanogan_County/Land
WA-Mason_County,Washington,WA,Mason_County,60699,32518,1051.02,91.6,959.42,63.3,33.9,https://www.landwatch.com/Washington_land_for_sale/Mason_County/Land
WA-Lincoln_County,Washington,WA,Lincoln_County,10570,5776,2339.35,28.86,2310.49,4.6,2.5,https://www.landwatch.com/Washington_land_for_sale/Lincoln_County/Land
WA-Lewis_County,Washington,WA,Lewis_County,75455,34050,2436.25,33.45,2402.8,31.4,14.2,https://www.landwatch.com/Washington_land_for_sale/Lewis_County/Land
WA-Klickitat_County,Washington,WA,Klickitat_County,20318,9786,1904.16,32.84,1871.31,10.9,5.2,https://www.landwatch.com/Washington_land_for_sale/Klickitat_County/Land
WA-Kittitas_County,Washington,WA,Kittitas_County,40915,21900,2332.94,35.66,2297.27,17.8,9.5,https://www.landwatch.com/Washington_land_for_sale/Kittitas_County/Land
WA-Kitsap_County,Washington,WA,Kitsap_County,251133,107367,565.92,170.98,394.94,635.9,271.9,https://www.landwatch.com/Washington_land_for_sale/Kitsap_County/Land
WA-King_County,Washington,WA,King_County,1931249,851261,2306.87,191.3,2115.57,912.9,402.4,https://www.landwatch.com/Washington_land_for_sale/King_County/Land
WA-Jefferson_County,Washington,WA,Jefferson_County,29872,17767,2183.14,379.44,1803.7,16.6,9.9,https://www.landwatch.com/Washington_land_for_sale/Jefferson_County/Land
WA-Island_County,Washington,WA,Island_County,78506,40234,517.37,308.93,208.45,376.6,193,https://www.landwatch.com/Washington_land_for_sale/Island_County/Land
WA-Grays_Harbor_County,Washington,WA,Grays_Harbor_County,72797,35166,2224.41,322.38,1902.03,38.3,18.5,https://www.landwatch.com/Washington_land_for_sale/Grays_Harbor_County/Land
WA-Grant_County,Washington,WA,Grant_County,89120,35083,2791.32,111.81,2679.51,33.3,13.1,https://www.landwatch.com/Washington_land_for_sale/Grant_County/Land
WA-Garfield_County,Washington,WA,Garfield_County,2266,1233,718.21,7.53,710.69,3.2,1.7,https://www.landwatch.com/Washington_land_for_sale/Garfield_County/Land
WA-Franklin_County,Washington,WA,Franklin_County,78163,24423,1265.41,23.24,1242.17,62.9,19.7,https://www.landwatch.com/Washington_land_for_sale/Franklin_County/Land
WA-Ferry_County,Washington,WA,Ferry_County,7551,4403,2257.32,54.16,2203.16,3.4,2,https://www.landwatch.com/Washington_land_for_sale/Ferry_County/Land
WA-Douglas_County,Washington,WA,Douglas_County,38431,16004,1848.66,29.39,1819.26,21.1,8.8,https://www.landwatch.com/Washington_land_for_sale/Douglas_County/Land
WA-Cowlitz_County,Washington,WA,Cowlitz_County,102410,43450,1166.21,26.09,1140.13,89.8,38.1,https://www.landwatch.com/Washington_land_for_sale/Cowlitz_County/Land
WA-Columbia_County,Washington,WA,Columbia_County,4078,2136,873.48,4.85,868.63,4.7,2.5,https://www.landwatch.com/Washington_land_for_sale/Columbia_County/Land
WA-Clark_County,Washington,WA,Clark_County,425363,167413,656.23,27.23,629,676.2,266.2,https://www.landwatch.com/Washington_land_for_sale/Clark_County/Land
WA-Clallam_County,Washington,WA,Clallam_County,71404,35582,2670.64,932.31,1738.33,41.1,20.5,https://www.landwatch.com/Washington_land_for_sale/Clallam_County/Land
WA-Chelan_County,Washington,WA,Chelan_County,72453,35465,2993.88,73.36,2920.52,24.8,12.1,https://www.landwatch.com/Washington_land_for_sale/Chelan_County/Land
WA-Benton_County,Washington,WA,Benton_County,175177,68618,1760,59.62,1700.38,103,40.4,https://www.landwatch.com/Washington_land_for_sale/Benton_County/Land
WA-Asotin_County,Washington,WA,Asotin_County,21623,9872,640.64,4.43,636.21,34,15.5,https://www.landwatch.com/Washington_land_for_sale/Asotin_County/Land
WA-Adams_County,Washington,WA,Adams_County,18728,6242,1929.85,4.87,1924.98,9.7,3.2,https://www.landwatch.com/Washington_land_for_sale/Adams_County/Land
WV-Wyoming_County,West_Virginia,WV,Wyoming_County,23796,10958,501.82,2.37,499.45,47.6,21.9,https://www.landwatch.com/West_Virginia_land_for_sale/Wyoming_County/Land
WV-Wood_County,West_Virginia,WV,Wood_County,86956,40215,376.77,10.51,366.26,237.4,109.8,https://www.landwatch.com/West_Virginia_land_for_sale/Wood_County/Land
WV-Wirt_County,West_Virginia,WV,Wirt_County,5717,3231,234.77,2.26,232.51,24.6,13.9,https://www.landwatch.com/West_Virginia_land_for_sale/Wirt_County/Land
WV-Wetzel_County,West_Virginia,WV,Wetzel_County,16583,8173,361.33,3.27,358.06,46.3,22.8,https://www.landwatch.com/West_Virginia_land_for_sale/Wetzel_County/Land
WV-Webster_County,West_Virginia,WV,Webster_County,9154,5428,556.23,2.76,553.47,16.5,9.8,https://www.landwatch.com/West_Virginia_land_for_sale/Webster_County/Land
WV-Wayne_County,West_Virginia,WV,Wayne_County,42481,19227,512.11,6.13,505.98,84,38,https://www.landwatch.com/West_Virginia_land_for_sale/Wayne_County/Land
WV-Upshur_County,West_Virginia,WV,Upshur_County,24254,11099,354.75,0.12,354.64,68.4,31.3,https://www.landwatch.com/West_Virginia_land_for_sale/Upshur_County/Land
WV-Tyler_County,West_Virginia,WV,Tyler_County,9208,5000,260.7,4.4,256.29,35.9,19.5,https://www.landwatch.com/West_Virginia_land_for_sale/Tyler_County/Land
WV-Tucker_County,West_Virginia,WV,Tucker_County,7141,5346,421.06,2.13,418.92,17,12.8,https://www.landwatch.com/West_Virginia_land_for_sale/Tucker_County/Land
WV-Taylor_County,West_Virginia,WV,Taylor_County,16895,7541,175.68,2.91,172.77,97.8,43.6,https://www.landwatch.com/West_Virginia_land_for_sale/Taylor_County/Land
WV-Summers_County,West_Virginia,WV,Summers_County,13927,7680,367.73,7.27,360.46,38.6,21.3,https://www.landwatch.com/West_Virginia_land_for_sale/Summers_County/Land
WV-Roane_County,West_Virginia,WV,Roane_County,14926,7351,483.72,0.16,483.56,30.9,15.2,https://www.landwatch.com/West_Virginia_land_for_sale/Roane_County/Land
WV-Ritchie_County,West_Virginia,WV,Ritchie_County,10449,5843,453.7,1.71,451.99,23.1,12.9,https://www.landwatch.com/West_Virginia_land_for_sale/Ritchie_County/Land
